253,10,1000,66.25
254,10,1500,73.75
255,10,2000,81.25
256,10,2500,88.75
257,10,5000,107.5
258,10,7500,126.25
259,10,10000,145
260,10,12500,156.25
261,10,15000,167.5
262,10,20000,190
263,10,25000,212.5
264,10,30000,227.5
265,10,40000,257.5
266,10,50000,287.5
267,10,75000,350
268,10,100000,387.5
269,10,125000,406.254
270,10,150000,425
271,10,200000,456.254
272,10,250000,487.5
273,10,500000,643.754
274,10,1000000,937.5
275,10,1500000,1093.755
276,10,2500000,1350
277,10,5000000,1912.5
278,10,10000000,2881.254
279,10,25000000,5318.755
280,10,50000000,8600
281,11,1000,69.38
282,11,1500,77.5
283,11,2000,85.63
284,11,2500,93.75
285,11,5000,113.75
286,11,7500,133.75
287,11,10000,153.75
288,11,12500,165.63
289,11,15000,177.5
290,11,20000,201.25
291,11,25000,225
292,11,30000,240.75
293,11,40000,272.25
294,11,50000,303.75
295,11,75000,368.75
296,11,100000,407.5
297,11,125000,426.879
298,11,150000,446.25
299,11,200000,478.129
300,11,250000,510
301,11,500000,669.379
302,11,1000000,967.5
303,11,1500000,1126.88
304,11,2500000,1388.75
305,11,5000000,1963.75
306,11,10000000,2954.379
307,11,25000000,5448.13
308,11,50000000,8807.5
309,12,1000,72.5
310,12,1500,81.25
311,12,2000,90
312,12,2500,98.75
313,12,5000,120
314,12,7500,141.25
315,12,10000,162.5
316,12,12500,175
317,12,15000,187.5
318,12,20000,212.5
319,12,25000,237.5
320,12,30000,254
321,12,40000,287
322,12,50000,320
323,12,75000,387.5
324,12,100000,427.5
325,12,125000,447.504
326,12,150000,467.5
327,12,200000,500.004
328,12,250000,532.5
329,12,500000,695.004
330,12,1000000,997.5
331,12,1500000,1160.005
332,12,2500000,1427.5
333,12,5000000,2015
334,12,10000000,3027.504
335,12,25000000,5577.505
336,12,50000000,9015
337,13,1000,75.63
338,13,1500,85
339,13,2000,94.38
340,13,2500,103.75
341,13,5000,126.25
342,13,7500,148.75
343,13,10000,171.25
344,13,12500,184.38
345,13,15000,197.5
346,13,20000,223.75
347,13,25000,250
348,13,30000,267.25
349,13,40000,301.75
350,13,50000,336.25
351,13,75000,406.25
352,13,100000,447.5
353,13,125000,468.129
354,13,150000,488.75
355,13,200000,521.879
356,13,250000,555
357,13,500000,720.629
358,13,1000000,1027.5
359,13,1500000,1193.13
360,13,2500000,1466.25
361,13,5000000,2066.25
362,13,10000000,3100.629
363,13,25000000,5706.88
364,13,50000000,9222.5
365,14,1000,78.75
366,14,1500,88.75
367,14,2000,98.75
368,14,2500,108.75
369,14,5000,132.5
370,14,7500,156.25
371,14,10000,180
372,14,12500,193.75
373,14,15000,207.5
374,14,20000,235
375,14,25000,262.5
376,14,30000,280.5
377,14,40000,316.5
378,14,50000,352.5
379,14,75000,425
380,14,100000,467.5
381,14,125000,488.754
382,14,150000,510
383,14,200000,543.754
384,14,250000,577.5
385,14,500000,746.254
386,14,1000000,1057.5
387,14,1500000,1226.255
388,14,2500000,1505
389,14,5000000,2117.5
390,14,10000000,3173.754
391,14,25000000,5836.255
392,14,50000000,9430
393,15,1000,81.88
394,15,1500,92.5
395,15,2000,103.13
396,15,2500,113.75
397,15,5000,138.75
398,15,7500,163.75
399,15,10000,188.75
400,15,12500,203.13
401,15,15000,217.5
402,15,20000,246.25
403,15,25000,275
404,15,30000,293.75
405,15,40000,331.25
406,15,50000,368.75
407,15,75000,443.75
408,15,100000,487.5
409,15,125000,509.379
410,15,150000,531.25
411,15,200000,565.629
412,15,250000,600
413,15,500000,771.879
414,15,1000000,1087.5
415,15,1500000,1259.38
416,15,2500000,1543.75
417,15,5000000,2168.75
418,15,10000000,3246.879
419,15,25000000,5965.63
420,15,50000000,9637.5
421,16,1000,85
422,16,1500,96.25
423,16,2000,107.5
424,16,2500,118.75
425,16,5000,145
426,16,7500,171.25
427,16,10000,197.5
428,16,12500,212.5
429,16,15000,227.5
430,16,20000,257.5
431,16,25000,287.5
432,16,30000,307
433,16,40000,346
434,16,50000,385
435,16,75000,462.5
436,16,100000,507.5
437,16,125000,530.004
438,16,150000,552.5
439,16,200000,587.504
440,16,250000,622.5
441,16,500000,797.504
442,16,1000000,1117.5
443,16,1500000,1292.505
444,16,2500000,1582.5
445,16,5000000,2220
446,16,10000000,3320.004
447,16,25000000,6095.005
448,16,50000000,9845
449,17,1000,88.13
450,17,1500,100
451,17,2000,111.88
452,17,2500,123.75
453,17,5000,151.25
454,17,7500,178.75
455,17,10000,206.25
456,17,12500,221.88
457,17,15000,237.5
458,17,20000,268.75
459,17,25000,300
460,17,30000,320.25
461,17,40000,360.75
462,17,50000,401.25
463,17,75000,481.25
464,17,100000,527.5
465,17,125000,550.629
466,17,150000,573.75
467,17,200000,609.379
468,17,250000,645
469,17,500000,823.129
470,17,1000000,1147.5
471,17,1500000,1325.63
472,17,2500000,1621.25
473,17,5000000,2271.25
474,17,10000000,3393.129
475,17,25000000,6224.38
476,17,50000000,10052.5
477,18,1000,91.25
478,18,1500,103.75
479,18,2000,116.25
480,18,2500,128.75
481,18,5000,157.5
482,18,7500,186.25
483,18,10000,215
484,18,12500,231.25
485,18,15000,247.5
486,18,20000,280
487,18,25000,312.5
488,18,30000,333.5
489,18,40000,375.5
490,18,50000,417.5
491,18,75000,500
492,18,100000,547.5
493,18,125000,571.254
494,18,150000,595
495,18,200000,631.254
496,18,250000,667.5
497,18,500000,848.754
498,18,1000000,1177.5
499,18,1500000,1358.755
500,18,2500000,1660
501,18,5000000,2322.5
502,18,10000000,3466.254
503,18,25000000,6353.755
504,18,50000000,10260
505,19,1000,94.38
506,19,1500,107.5
507,19,2000,120.63
508,19,2500,133.75
509,19,5000,163.75
510,19,7500,193.75
511,19,10000,223.75
512,19,12500,240.63
513,19,15000,257.5
514,19,20000,291.25
515,19,25000,325
516,19,30000,346.75
517,19,40000,390.25
518,19,50000,433.75
519,19,75000,518.75
520,19,100000,567.5
521,19,125000,591.879
522,19,150000,616.25
523,19,200000,653.129
524,19,250000,690
525,19,500000,874.379
526,19,1000000,1207.5
527,19,1500000,1391.88
528,19,2500000,1698.75
529,19,5000000,2373.75
530,19,10000000,3539.379
531,19,25000000,6483.13
532,19,50000000,10467.5
533,20,1000,97.5
534,20,1500,111.25
535,20,2000,125
536,20,2500,138.75
537,20,5000,170
538,20,7500,201.25
539,20,10000,232.5
540,20,12500,250
541,20,15000,267.5
542,20,20000,302.5
543,20,25000,337.5
544,20,30000,360
545,20,40000,405
546,20,50000,450
547,20,75000,537.5
548,20,100000,587.5
549,20,125000,612.504
550,20,150000,637.5
551,20,200000,675.004
552,20,250000,712.5
553,20,500000,900.004
554,20,1000000,1237.5
555,20,1500000,1425.005
556,20,2500000,1737.5
557,20,5000000,2425
558,20,10000000,3612.504
559,20,25000000,6612.505
560,20,50000000,10675
561,21,1000,100.63
562,21,1500,115
563,21,2000,129.38
564,21,2500,143.75
565,21,5000,176.25
566,21,7500,208.75
567,21,10000,241.25
568,21,12500,259.38
569,21,15000,277.5
570,21,20000,313.75
571,21,25000,350
572,21,30000,373.25
573,21,40000,419.75
574,21,50000,466.25
575,21,75000,556.25
576,21,100000,607.5
577,21,125000,633.129
578,21,150000,658.75
579,21,200000,696.879
580,21,250000,735
581,21,500000,925.629
582,21,1000000,1267.5
583,21,1500000,1458.13
584,21,2500000,1776.25
585,21,5000000,2476.25
586,21,10000000,3685.629
587,21,25000000,6741.88
588,21,50000000,10882.5
589,22,1000,103.75
590,22,1500,118.75
591,22,2000,133.75
592,22,2500,148.75
593,22,5000,182.5
594,22,7500,216.25
595,22,10000,250
596,22,12500,268.75
597,22,15000,287.5
598,22,20000,325
599,22,25000,362.5
600,22,30000,386.5
601,22,40000,434.5
602,22,50000,482.5
603,22,75000,575
604,22,100000,627.5
605,22,125000,653.754
606,22,150000,680
607,22,200000,718.754
608,22,250000,757.5
609,22,500000,951.254
610,22,1000000,1297.5
611,22,1500000,1491.255
612,22,2500000,1815
613,22,5000000,2527.5
614,22,10000000,3758.754
615,22,25000000,6871.255
616,22,50000000,11090
617,23,1000,106.88
618,23,1500,122.5
619,23,2000,138.13
620,23,2500,153.75
621,23,5000,188.75
622,23,7500,223.75
623,23,10000,258.75
624,23,12500,278.13
625,23,15000,297.5
626,23,20000,336.25
627,23,25000,375
628,23,30000,399.75
629,23,40000,449.25
630,23,50000,498.75
631,23,75000,593.75
632,23,100000,647.5
633,23,125000,674.379
634,23,150000,701.25
635,23,200000,740.629
636,23,250000,780
637,23,500000,976.879
638,23,1000000,1327.5
639,23,1500000,1524.38
640,23,2500000,1853.75
641,23,5000000,2578.75
642,23,10000000,3831.879
643,23,25000000,7000.63
644,23,50000000,11297.5
645,24,1000,110
646,24,1500,126.25
647,24,2000,142.5
648,24,2500,158.75
649,24,5000,195
650,24,7500,231.25
651,24,10000,267.5
652,24,12500,287.5
653,24,15000,307.5
654,24,20000,347.5
655,24,25000,387.5
656,24,30000,413
657,24,40000,464
658,24,50000,515
659,24,75000,612.5
660,24,100000,667.5
661,24,125000,695.004
662,24,150000,722.5
663,24,200000,762.504
664,24,250000,802.5
665,24,500000,1002.504
666,24,1000000,1357.5
667,24,1500000,1557.505
668,24,2500000,1892.5
669,24,5000000,2630
670,24,10000000,3905.004
671,24,25000000,7130.005
672,24,50000000,11505
673,25,1000,113.13
674,25,1500,130
675,25,2000,146.88
676,25,2500,163.75
677,25,5000,201.25
678,25,7500,238.75
679,25,10000,276.25
680,25,12500,296.88
681,25,15000,317.5
682,25,20000,358.75
683,25,25000,400
684,25,30000,426.25
685,25,40000,478.75
686,25,50000,531.25
687,25,75000,631.25
688,25,100000,687.5
689,25,125000,715.629
690,25,150000,743.75
691,25,200000,784.379
692,25,250000,825
693,25,500000,1028.129
694,25,1000000,1387.5
695,25,1500000,1590.63
696,25,2500000,1931.25
697,25,5000000,2681.25
698,25,10000000,3978.129
699,25,25000000,7259.38
700,25,50000000,11712.5
701,26,1000,116.2545
702,26,1500,133.75
703,26,2000,151.253
704,26,2500,168.75
705,26,5000,207.5
706,26,7500,246.25
707,26,10000,285
708,26,12500,306.254
709,26,15000,327.5
710,26,20000,370
711,26,25000,412.5
712,26,30000,439.5
713,26,40000,493.5
714,26,50000,547.5
715,26,75000,650
716,26,100000,707.5
717,26,125000,736.254
718,26,150000,765
719,26,200000,806.254
720,26,250000,847.5
721,26,500000,1053.754
722,26,1000000,1417.5
723,26,1500000,1623.755
724,26,2500000,1970
725,26,5000000,2732.5
726,26,10000000,4051.254
727,26,25000000,7388.755
728,26,50000000,11920
729,27,1000,119.3795
730,27,1500,137.5
731,27,2000,155.628
732,27,2500,173.75
733,27,5000,213.75
734,27,7500,253.75
735,27,10000,293.75
736,27,12500,315.629
737,27,15000,337.5
738,27,20000,381.25
739,27,25000,425
740,27,30000,452.75
741,27,40000,508.25
742,27,50000,563.75
743,27,75000,668.75
744,27,100000,727.5
745,27,125000,756.879
746,27,150000,786.25
747,27,200000,828.129
748,27,250000,870
749,27,500000,1079.379
750,27,1000000,1447.5
751,27,1500000,1656.88
752,27,2500000,2008.75
753,27,5000000,2783.75
754,27,10000000,4124.379
755,27,25000000,7518.13
756,27,50000000,12127.5
757,28,1000,122.5045
758,28,1500,141.25
759,28,2000,160.003
760,28,2500,178.75
761,28,5000,220
762,28,7500,261.25
763,28,10000,302.5
764,28,12500,325.004
765,28,15000,347.5
766,28,20000,392.5
767,28,25000,437.5
768,28,30000,466
769,28,40000,523
770,28,50000,580
771,28,75000,687.5
772,28,100000,747.5
773,28,125000,777.504
774,28,150000,807.5
775,28,200000,850.004
776,28,250000,892.5
777,28,500000,1105.004
778,28,1000000,1477.5
779,28,1500000,1690.005
780,28,2500000,2047.5
781,28,5000000,2835
782,28,10000000,4197.504
783,28,25000000,7647.505
784,28,50000000,12335
785,29,1000,125.6295
786,29,1500,145
787,29,2000,164.378
788,29,2500,183.75
789,29,5000,226.25
790,29,7500,268.75
791,29,10000,311.25
792,29,12500,334.379
793,29,15000,357.5
794,29,20000,403.75
795,29,25000,450
796,29,30000,479.25
797,29,40000,537.75
798,29,50000,596.25
799,29,75000,706.25
800,29,100000,767.5
801,29,125000,798.129
802,29,150000,828.75
803,29,200000,871.879
804,29,250000,915
805,29,500000,1130.629
806,29,1000000,1507.5
807,29,1500000,1723.13
808,29,2500000,2086.25
809,29,5000000,2886.25
810,29,10000000,4270.629
811,29,25000000,7776.88
812,29,50000000,12542.5
813,30,1000,128.7545
814,30,1500,148.75
815,30,2000,168.753
816,30,2500,188.75
817,30,5000,232.5
818,30,7500,276.25
819,30,10000,320
820,30,12500,343.754
821,30,15000,367.5
822,30,20000,415
823,30,25000,462.5
824,30,30000,492.5
825,30,40000,552.5
826,30,50000,612.5
827,30,75000,725
828,30,100000,787.5
829,30,125000,818.754
830,30,150000,850
831,30,200000,893.754
832,30,250000,937.5
833,30,500000,1156.254
834,30,1000000,1537.5
835,30,1500000,1756.255
836,30,2500000,2125
837,30,5000000,2937.5
838,30,10000000,4343.754
839,30,25000000,7906.255
840,30,50000000,12750
841,31,1000,131.8795
842,31,1500,152.5
843,31,2000,173.128
844,31,2500,193.75
845,31,5000,238.75
846,31,7500,283.75
847,31,10000,328.75
848,31,12500,353.129
849,31,15000,377.5
850,31,20000,426.25
851,31,25000,475
852,31,30000,505.75
853,31,40000,567.25
854,31,50000,628.75
855,31,75000,743.75
856,31,100000,807.5
857,31,125000,839.379
858,31,150000,871.25
859,31,200000,915.629
860,31,250000,960
861,31,500000,1181.879
862,31,1000000,1567.5
863,31,1500000,1789.38
864,31,2500000,2163.75
865,31,5000000,2988.75
866,31,10000000,4416.879
867,31,25000000,8035.63
868,31,50000000,12957.5
869,32,1000,135.0045
870,32,1500,156.25
871,32,2000,177.503
872,32,2500,198.75
873,32,5000,245
874,32,7500,291.25
875,32,10000,337.5
876,32,12500,362.504
877,32,15000,387.5
878,32,20000,437.5
879,32,25000,487.5
880,32,30000,519
881,32,40000,582
882,32,50000,645
883,32,75000,762.5
884,32,100000,827.5
885,32,125000,860.004
886,32,150000,892.5
887,32,200000,937.504
888,32,250000,982.5
889,32,500000,1207.504
890,32,1000000,1597.5
891,32,1500000,1822.505
892,32,2500000,2202.5
893,32,5000000,3040
894,32,10000000,4490.004
895,32,25000000,8165.005
896,32,50000000,13165
897,33,1000,138.1295
898,33,1500,160
899,33,2000,181.878
900,33,2500,203.75
901,33,5000,251.25
902,33,7500,298.75
903,33,10000,346.25
904,33,12500,371.879
905,33,15000,397.5
906,33,20000,448.75
907,33,25000,500
908,33,30000,532.25
909,33,40000,596.75
910,33,50000,661.25
911,33,75000,781.25
912,33,100000,847.5
913,33,125000,880.629
914,33,150000,913.75
915,33,200000,959.379
916,33,250000,1005
917,33,500000,1233.129
918,33,1000000,1627.5
919,33,1500000,1855.63
920,33,2500000,2241.25
921,33,5000000,3091.25
922,33,10000000,4563.129
923,33,25000000,8294.38
924,33,50000000,13372.5
925,34,1000,141.2545
926,34,1500,163.75
927,34,2000,186.253
928,34,2500,208.75
929,34,5000,257.5
930,34,7500,306.25
931,34,10000,355
932,34,12500,381.254
933,34,15000,407.5
934,34,20000,460
935,34,25000,512.5
936,34,30000,545.5
937,34,40000,611.5
938,34,50000,677.5
939,34,75000,800
940,34,100000,867.5
941,34,125000,901.254
942,34,150000,935
943,34,200000,981.254
944,34,250000,1027.5
945,34,500000,1258.754
946,34,1000000,1657.5
947,34,1500000,1888.755
948,34,2500000,2280
949,34,5000000,3142.5
950,34,10000000,4636.254
951,34,25000000,8423.755
952,34,50000000,13580
953,35,1000,144.3795
954,35,1500,167.5
955,35,2000,190.628
956,35,2500,213.75
957,35,5000,263.75
958,35,7500,313.75
959,35,10000,363.75
960,35,12500,390.629
961,35,15000,417.5
962,35,20000,471.25
963,35,25000,525
964,35,30000,558.75
965,35,40000,626.25
966,35,50000,693.75
967,35,75000,818.75
968,35,100000,887.5
969,35,125000,921.879
970,35,150000,956.25
971,35,200000,1003.129
972,35,250000,1050
973,35,500000,1284.379
974,35,1000000,1687.5
975,35,1500000,1921.88
976,35,2500000,2318.75
977,35,5000000,3193.75
978,35,10000000,4709.379
979,35,25000000,8553.13
980,35,50000000,13787.5
981,36,1000,147.5045
982,36,1500,171.25
983,36,2000,195.003
984,36,2500,218.75
985,36,5000,270
986,36,7500,321.25
987,36,10000,372.5
988,36,12500,400.004
989,36,15000,427.5
990,36,20000,482.5
991,36,25000,537.5
992,36,30000,572
993,36,40000,641
994,36,50000,710
995,36,75000,837.5
996,36,100000,907.5
997,36,125000,942.504
998,36,150000,977.5
999,36,200000,1025.004
1000,36,250000,1072.5
1001,36,500000,1310.004
1002,36,1000000,1717.5
1003,36,1500000,1955.005
1004,36,2500000,2357.5
1005,36,5000000,3245
1006,36,10000000,4782.504
1007,36,25000000,8682.505
1008,36,50000000,13995
1009,37,1000,150.6295
1010,37,1500,175
1011,37,2000,199.378
1012,37,2500,223.75
1013,37,5000,276.25
1014,37,7500,328.75
1015,37,10000,381.25
1016,37,12500,409.379
1017,37,15000,437.5
1018,37,20000,493.75
1019,37,25000,550
1020,37,30000,585.25
1021,37,40000,655.75
1022,37,50000,726.25
1023,37,75000,856.25
1024,37,100000,927.5
1025,37,125000,963.129
1026,37,150000,998.75
1027,37,200000,1046.879
1028,37,250000,1095
1029,37,500000,1335.629
1030,37,1000000,1747.5
1031,37,1500000,1988.13
1032,37,2500000,2396.25
1033,37,5000000,3296.25
1034,37,10000000,4855.629
1035,37,25000000,8811.88
1036,37,50000000,14202.5
1037,38,1000,153.7545
1038,38,1500,178.75
1039,38,2000,203.753
1040,38,2500,228.75
1041,38,5000,282.5
1042,38,7500,336.25
1043,38,10000,390
1044,38,12500,418.754
1045,38,15000,447.5
1046,38,20000,505
1047,38,25000,562.5
1048,38,30000,598.5
1049,38,40000,670.5
1050,38,50000,742.5
1051,38,75000,875
1052,38,100000,947.5
1053,38,125000,983.754
1054,38,150000,1020
1055,38,200000,1068.754
1056,38,250000,1117.5
1057,38,500000,1361.254
1058,38,1000000,1777.5
1059,38,1500000,2021.255
1060,38,2500000,2435
1061,38,5000000,3347.5
1062,38,10000000,4928.754
1063,38,25000000,8941.255
1064,38,50000000,14410
1065,39,1000,156.8795
1066,39,1500,182.5
1067,39,2000,208.128
1068,39,2500,233.75
1069,39,5000,288.75
1070,39,7500,343.75
1071,39,10000,398.75
1072,39,12500,428.129
1073,39,15000,457.5
1074,39,20000,516.25
1075,39,25000,575
1076,39,30000,611.75
1077,39,40000,685.25
1078,39,50000,758.75
1079,39,75000,893.75
1080,39,100000,967.5
1081,39,125000,1004.379
1082,39,150000,1041.25
1083,39,200000,1090.629
1084,39,250000,1140
1085,39,500000,1386.879
1086,39,1000000,1807.5
1087,39,1500000,2054.38
1088,39,2500000,2473.75
1089,39,5000000,3398.75
1090,39,10000000,5001.879
1091,39,25000000,9070.63
1092,39,50000000,14617.5
1093,40,1000,160.0045
1094,40,1500,186.25
1095,40,2000,212.503
1096,40,2500,238.75
1097,40,5000,295
1098,40,7500,351.25
1099,40,10000,407.5
1100,40,12500,437.504
1101,40,15000,467.5
1102,40,20000,527.5
1103,40,25000,587.5
1104,40,30000,625
1105,40,40000,700
1106,40,50000,775
1107,40,75000,912.5
1108,40,100000,987.5
1109,40,125000,1025.004
1110,40,150000,1062.5
1111,40,200000,1112.504
1112,40,250000,1162.5
1113,40,500000,1412.504
1114,40,1000000,1837.5
1115,40,1500000,2087.505
1116,40,2500000,2512.5
1117,40,5000000,3450
1118,40,10000000,5075.004
1119,40,25000000,9200.005
1120,40,50000000,14825
1121,41,1000,163.1295
1122,41,1500,190
1123,41,2000,216.878
1124,41,2500,243.75
1125,41,5000,301.25
1126,41,7500,358.75
1127,41,10000,416.25
1128,41,12500,446.879
1129,41,15000,477.5
1130,41,20000,538.75
1131,41,25000,600
1132,41,30000,638.25
1133,41,40000,714.75
1134,41,50000,791.25
1135,41,75000,931.25
1136,41,100000,1007.5
1137,41,125000,1045.629
1138,41,150000,1083.75
1139,41,200000,1134.379
1140,41,250000,1185
1141,41,500000,1438.129
1142,41,1000000,1867.5
1143,41,1500000,2120.63
1144,41,2500000,2551.25
1145,41,5000000,3501.25
1146,41,10000000,5148.129
1147,41,25000000,9329.38
1148,41,50000000,15032.5
1149,42,1000,166.2545
1150,42,1500,193.75
1151,42,2000,221.253
1152,42,2500,248.75
1153,42,5000,307.5
1154,42,7500,366.25
1155,42,10000,425
1156,42,12500,456.254
1157,42,15000,487.5
1158,42,20000,550
1159,42,25000,612.5
1160,42,30000,651.5
1161,42,40000,729.5
1162,42,50000,807.5
1163,42,75000,950
1164,42,100000,1027.5
1165,42,125000,1066.254
1166,42,150000,1105
1167,42,200000,1156.254
1168,42,250000,1207.5
1169,42,500000,1463.754
1170,42,1000000,1897.5
1171,42,1500000,2153.755
1172,42,2500000,2590
1173,42,5000000,3552.5
1174,42,10000000,5221.254
1175,42,25000000,9458.755
1176,42,50000000,15240
1177,43,1000,169.3795
1178,43,1500,197.5
1179,43,2000,225.628
1180,43,2500,253.75
1181,43,5000,313.75
1182,43,7500,373.75
1183,43,10000,433.75
1184,43,12500,465.629
1185,43,15000,497.5
1186,43,20000,561.25
1187,43,25000,625
1188,43,30000,664.75
1189,43,40000,744.25
1190,43,50000,823.75
1191,43,75000,968.75
1192,43,100000,1047.5
1193,43,125000,1086.879
1194,43,150000,1126.25
1195,43,200000,1178.129
1196,43,250000,1230
1197,43,500000,1489.379
1198,43,1000000,1927.5
1199,43,1500000,2186.88
1200,43,2500000,2628.75
1201,43,5000000,3603.75
1202,43,10000000,5294.379
1203,43,25000000,9588.13
1204,43,50000000,15447.5
1205,44,1000,172.5045
1206,44,1500,201.25
1207,44,2000,230.003
1208,44,2500,258.75
1209,44,5000,320
1210,44,7500,381.25
1211,44,10000,442.5
1212,44,12500,475.004
1213,44,15000,507.5
1214,44,20000,572.5
1215,44,25000,637.5
1216,44,30000,678
1217,44,40000,759
1218,44,50000,840
1219,44,75000,987.5
1220,44,100000,1067.5
1221,44,125000,1107.504
1222,44,150000,1147.5
1223,44,200000,1200.004
1224,44,250000,1252.5
1225,44,500000,1515.004
